"","Day","Month","Year","DOY","Plot","Subplot","Code","Percent.Cover","binomial","lifeform","family","genus","species"
"214",22,9,2018,265,6,"SE","LaCo",12,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"215",22,9,2018,265,6,"SE","SoEl",23,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"216",22,9,2018,265,6,"SE","LITT",77,"litter","LITT","litter","litter",NA
"217",22,9,2018,265,7,"NE","BARE",5,"bareground","BARE","bareground","bareground",NA
"218",22,9,2018,265,7,"NE","SoEl",25,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"219",22,9,2018,265,7,"NE","LITT",80,"litter","LITT","litter","litter",NA
"220",22,9,2018,265,8,"NW","SoEl",10,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"221",22,9,2018,265,8,"NW","LITT",17,"litter","LITT","litter","litter",NA
"222",22,9,2018,265,8,"NW","BoGr",80,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"223",22,9,2018,265,9,"SW","LITT",6,"litter","LITT","litter","litter",NA
"224",22,9,2018,265,9,"SW","SoEl",8,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"225",22,9,2018,265,9,"SW","BARE",17,"bareground","BARE","bareground","bareground",NA
"226",22,9,2018,265,9,"SW","BoGr",26,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"227",22,9,2018,265,10,"SW","SoEl",12,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"228",22,9,2018,265,10,"SW","BARE",20,"bareground","BARE","bareground","bareground",NA
"229",22,9,2018,265,10,"SW","BoGr",20,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"230",22,9,2018,265,10,"SW","LITT",67,"litter","LITT","litter","litter",NA
"231",22,9,2018,265,11,"NE","AmPS",1,"Ambrosia psilostachya","Forb","Asteraceae","Ambrosia","psilostachya"
"232",22,9,2018,265,11,"NE","BARE",4,"bareground","BARE","bareground","bareground",NA
"233",22,9,2018,265,11,"NE","SoEl",7,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"234",22,9,2018,265,11,"NE","BoGr",27,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"235",22,9,2018,265,11,"NE","LITT",55,"litter","LITT","litter","litter",NA
"236",22,9,2018,265,12,"SW","ChLa",2,"Chamaesyce lata","Forb","Euphorbiaceae","Chamaesyce","lata"
"237",22,9,2018,265,12,"SW","SaTr",2,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"238",22,9,2018,265,12,"SW","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"239",22,9,2018,265,12,"SW","ArHu",6,"Argythamnia humilis","Forb","Euphorbiaceae","Argythamnia","humilis"
"240",22,9,2018,265,12,"SW","BARE",6,"bareground","BARE","bareground","bareground",NA
"241",22,9,2018,265,12,"SW","BoGr",32,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"242",22,9,2018,265,12,"SW","LITT",52,"litter","LITT","litter","litter",NA
"243",22,9,2018,265,13,"NW","SoEl",4,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"244",22,9,2018,265,13,"NW","BoGr",70,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"245",22,9,2018,265,13,"NW","LITT",80,"litter","LITT","litter","litter",NA
"246",22,9,2018,265,14,"NE","BARE",5,"bareground","BARE","bareground","bareground",NA
"247",22,9,2018,265,14,"NE","SoEl",5,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"248",22,9,2018,265,14,"NE","ArHu",6,"Argythamnia humilis","Forb","Euphorbiaceae","Argythamnia","humilis"
"249",22,9,2018,265,14,"NE","BoGr",50,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"250",22,9,2018,265,14,"NE","LITT",70,"litter","LITT","litter","litter",NA
"251",22,9,2018,265,15,"NW","BARE",3,"bareground","BARE","bareground","bareground",NA
"252",22,9,2018,265,15,"NW","LITT",50,"litter","LITT","litter","litter",NA
"253",22,9,2018,265,15,"NW","BoGr",85,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"254",22,9,2018,265,16,"SW","BARE",3,"bareground","BARE","bareground","bareground",NA
"255",22,9,2018,265,16,"SW","LITT",50,"litter","LITT","litter","litter",NA
"256",22,9,2018,265,16,"SW","BoGr",45,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"257",22,9,2018,265,17,"NW","LITT",1,"litter","LITT","litter","litter",NA
"258",22,9,2018,265,17,"NW","PrGl",1,"Prosopis glandulosa","Shrub/tree","Fabaceae","Prosopis","glandulosa"
"259",22,9,2018,265,17,"NW","SoEl",3,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"260",22,9,2018,265,17,"NW","BARE",40,"bareground","BARE","bareground","bareground",NA
"261",22,9,2018,265,17,"NW","BoGr",40,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"262",22,9,2018,265,18,"NW","BARE",2,"bareground","BARE","bareground","bareground",NA
"263",22,9,2018,265,18,"NW","BoGr",20,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"264",22,9,2018,265,18,"NW","LITT",80,"litter","LITT","litter","litter",NA
"265",22,9,2018,265,19,"NE","SoEl",1,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"266",22,9,2018,265,19,"NE","ChIn",6,"Chinopodium incanum","Forb","Chenopodiaceae","Chinopodium","incanum"
"267",22,9,2018,265,19,"NE","RaCo",8,"Ratibida columnifera","Forb","Asteraceae","Ratibida","columnifera"
"268",22,9,2018,265,19,"NE","BARE",10,"bareground","BARE","bareground","bareground",NA
"269",22,9,2018,265,19,"NE","BoGr",22,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"270",22,9,2018,265,19,"NE","LITT",50,"litter","LITT","litter","litter",NA
"271",22,9,2018,265,20,"SW","BARE",2,"bareground","BARE","bareground","bareground",NA
"272",22,9,2018,265,20,"SW","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"273",22,9,2018,265,20,"SW","BoGr",50,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"274",22,9,2018,265,20,"SW","LITT",50,"litter","LITT","litter","litter",NA
"275",22,9,2018,265,21,"SE","BARE",2,"bareground","BARE","bareground","bareground",NA
"276",22,9,2018,265,21,"SE","SoEl",3,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"277",22,9,2018,265,21,"SE","LITT",15,"litter","LITT","litter","litter",NA
"278",22,9,2018,265,21,"SE","BoGr",70,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"279",22,9,2018,265,22,"SE","SoEl",17,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"280",22,9,2018,265,22,"SE","LITT",50,"litter","LITT","litter","litter",NA
"281",22,9,2018,265,22,"SE","BoGr",68,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"282",22,9,2018,265,23,"NW","BARE",15,"bareground","BARE","bareground","bareground",NA
"283",22,9,2018,265,23,"NW","SoEl",15,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"284",22,9,2018,265,23,"NW","BoGr",30,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"285",22,9,2018,265,23,"NW","LITT",32,"litter","LITT","litter","litter",NA
"286",22,9,2018,265,24,"SE","SoEl",6,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"287",22,9,2018,265,24,"SE","LITT",50,"litter","LITT","litter","litter",NA
"288",22,9,2018,265,24,"SE","BoGr",70,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"289",22,9,2018,265,25,"SW","BARE",5,"bareground","BARE","bareground","bareground",NA
"290",22,9,2018,265,25,"SW","BoGr",50,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"291",22,9,2018,265,25,"SW","LITT",60,"litter","LITT","litter","litter",NA
"292",22,9,2018,265,26,"NE","BARE",2,"bareground","BARE","bareground","bareground",NA
"293",22,9,2018,265,26,"NE","SaTr",10,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"294",22,9,2018,265,26,"NE","SoEl",17,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"295",22,9,2018,265,26,"NE","BoGr",20,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"296",22,9,2018,265,26,"NE","LITT",45,"litter","LITT","litter","litter",NA
"297",22,9,2018,265,27,"SW","BARE",3,"bareground","BARE","bareground","bareground",NA
"298",22,9,2018,265,27,"SW","SoEl",3,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"299",22,9,2018,265,27,"SW","ZiGr",25,"Zinnia grandiflora","Forb","Asteraceae","Zinnia","grandiflora"
"300",22,9,2018,265,27,"SW","LITT",40,"litter","LITT","litter","litter",NA
"301",22,9,2018,265,27,"SW","BoGr",55,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"302",22,9,2018,265,28,"SW","LaCo",10,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"303",22,9,2018,265,28,"SW","RaCo",10,"Ratibida columnifera","Forb","Asteraceae","Ratibida","columnifera"
"304",22,9,2018,265,28,"SW","BARE",15,"bareground","BARE","bareground","bareground",NA
"305",22,9,2018,265,28,"SW","LITT",90,"litter","LITT","litter","litter",NA
"306",22,9,2018,265,29,"NE","BARE",2,"bareground","BARE","bareground","bareground",NA
"307",22,9,2018,265,29,"NE","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"308",22,9,2018,265,29,"NE","LITT",31,"litter","LITT","litter","litter",NA
"309",22,9,2018,265,29,"NE","BoGr",84,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"310",22,9,2018,265,30,"NW","LaCo",2,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"311",22,9,2018,265,30,"NW","BARE",6,"bareground","BARE","bareground","bareground",NA
"312",22,9,2018,265,30,"NW","ChLa",9,"Chamaesyce lata","Forb","Euphorbiaceae","Chamaesyce","lata"
"313",22,9,2018,265,30,"NW","SoEl",12,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"314",22,9,2018,265,30,"NW","LITT",92,"litter","LITT","litter","litter",NA
"315",22,9,2018,265,31,"NE","LaCo",1,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"316",22,9,2018,265,31,"NE","ChLa",3,"Chamaesyce lata","Forb","Euphorbiaceae","Chamaesyce","lata"
"317",22,9,2018,265,31,"NE","BoGr",5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"318",22,9,2018,265,31,"NE","BARE",7,"bareground","BARE","bareground","bareground",NA
"319",22,9,2018,265,31,"NE","SaTr",7,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"320",22,9,2018,265,31,"NE","RaCo",10,"Ratibida columnifera","Forb","Asteraceae","Ratibida","columnifera"
"321",22,9,2018,265,31,"NE","LITT",98,"litter","LITT","litter","litter",NA
"322",22,9,2018,265,32,"SE","BARE",8,"bareground","BARE","bareground","bareground",NA
"323",22,9,2018,265,32,"SE","LITT",12,"litter","LITT","litter","litter",NA
"324",22,9,2018,265,32,"SE","BoGr",80,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"325",22,9,2018,265,33,"NE","AmPS",1,"Ambrosia psilostachya","Forb","Asteraceae","Ambrosia","psilostachya"
"326",22,9,2018,265,33,"NE","RaCo",3,"Ratibida columnifera","Forb","Asteraceae","Ratibida","columnifera"
"327",22,9,2018,265,33,"NE","BoGr",7,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"328",22,9,2018,265,33,"NE","BARE",12,"bareground","BARE","bareground","bareground",NA
"329",22,9,2018,265,33,"NE","SaTr",18,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"330",22,9,2018,265,33,"NE","LITT",65,"litter","LITT","litter","litter",NA
"331",22,9,2018,265,34,"NW","SoEl",1,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"332",22,9,2018,265,34,"NW","BoGr",50,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"333",22,9,2018,265,34,"NW","LITT",67,"litter","LITT","litter","litter",NA
"334",22,9,2018,265,35,"SW","PoMu",2,"Portulaca mundula","Forb","Portulacaceaea","Portulaca","mundula"
"335",22,9,2018,265,35,"SW","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"336",22,9,2018,265,35,"SW","BARE",27,"bareground","BARE","bareground","bareground",NA
"337",22,9,2018,265,35,"SW","LITT",38,"litter","LITT","litter","litter",NA
"338",22,9,2018,265,35,"SW","BoGr",55,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"339",22,9,2018,265,36,"SW","SoEl",1,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"340",22,9,2018,265,36,"SW","LITT",30,"litter","LITT","litter","litter",NA
"341",22,9,2018,265,36,"SW","BoGr",75,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"342",22,9,2018,265,37,"SW","BARE",2,"bareground","BARE","bareground","bareground",NA
"343",22,9,2018,265,37,"SW","SoEl",7,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"344",22,9,2018,265,37,"SW","BoGr",30,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"345",22,9,2018,265,37,"SW","LITT",85,"litter","LITT","litter","litter",NA
"346",22,9,2018,265,38,"NW","AmPS",2,"Ambrosia psilostachya","Forb","Asteraceae","Ambrosia","psilostachya"
"347",22,9,2018,265,38,"NW","BoGr",3,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"348",22,9,2018,265,38,"NW","SoEl",4,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"349",22,9,2018,265,38,"NW","RaCo",5,"Ratibida columnifera","Forb","Asteraceae","Ratibida","columnifera"
"350",22,9,2018,265,38,"NW","BARE",6,"bareground","BARE","bareground","bareground",NA
"351",22,9,2018,265,38,"NW","ChLa",8,"Chamaesyce lata","Forb","Euphorbiaceae","Chamaesyce","lata"
"352",22,9,2018,265,38,"NW","LITT",95,"litter","LITT","litter","litter",NA
"353",22,9,2018,265,39,"NE","AmPS",1,"Ambrosia psilostachya","Forb","Asteraceae","Ambrosia","psilostachya"
"354",22,9,2018,265,39,"NE","BARE",1,"bareground","BARE","bareground","bareground",NA
"355",22,9,2018,265,39,"NE","LITT",17,"litter","LITT","litter","litter",NA
"356",22,9,2018,265,39,"NE","BoGr",79,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"357",22,9,2018,265,40,"SE","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"358",22,9,2018,265,40,"SE","YuGl",2,"Yucca glauca","Shrub/tree","Agavaceae","Yucca","glauca"
"359",22,9,2018,265,40,"SE","LaCo",5,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"360",22,9,2018,265,40,"SE","BARE",15,"bareground","BARE","bareground","bareground",NA
"361",22,9,2018,265,40,"SE","BoGr",26,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"362",22,9,2018,265,40,"SE","LITT",52,"litter","LITT","litter","litter",NA
"363",22,9,2018,265,41,"SE","LaCo",2,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"364",22,9,2018,265,41,"SE","BoGr",4,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"365",22,9,2018,265,41,"SE","SoEl",4,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"366",22,9,2018,265,41,"SE","RaCo",6,"Ratibida columnifera","Forb","Asteraceae","Ratibida","columnifera"
"367",22,9,2018,265,41,"SE","BARE",8,"bareground","BARE","bareground","bareground",NA
"368",22,9,2018,265,41,"SE","SaTr",25,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"369",22,9,2018,265,41,"SE","LITT",72,"litter","LITT","litter","litter",NA
"370",22,9,2018,265,42,"SE","BARE",1,"bareground","BARE","bareground","bareground",NA
"371",22,9,2018,265,42,"SE","SoEl",5,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"372",22,9,2018,265,42,"SE","LITT",26,"litter","LITT","litter","litter",NA
"373",22,9,2018,265,42,"SE","BoGr",90,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"374",6,10,2019,279,2,"NE","LaCo",50,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"375",6,10,2019,279,2,"NE","BoGr",7.5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"376",6,10,2019,279,2,"NE","BARE",20,"bareground","BARE","bareground","bareground",NA
"377",6,10,2019,279,2,"NE","LITT",80,"litter","LITT","litter","litter",NA
"378",6,10,2019,279,2,"NE","DePi",9,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
"379",6,10,2019,279,3,"NW","LaCo",50,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"380",6,10,2019,279,3,"NW","BoGr",22,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"381",6,10,2019,279,3,"NW","DePi",6.5,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
"382",6,10,2019,279,3,"NW","SaTr",5,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"383",6,10,2019,279,3,"NW","BARE",5,"bareground","BARE","bareground","bareground",NA
"384",6,10,2019,279,3,"NW","LITT",68.5,"litter","LITT","litter","litter",NA
"385",6,10,2019,279,3,"NW","SoEl",4,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"386",6,10,2019,279,3,"NW","ChIn",1,"Chinopodium incanum","Forb","Chenopodiaceae","Chinopodium","incanum"
"387",6,10,2019,279,4,"NW","LaCo",40,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"388",6,10,2019,279,4,"NW","BoGr",37.5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"389",6,10,2019,279,4,"NW","DePi",15,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
"390",6,10,2019,279,4,"NW","LITT",70,"litter","LITT","litter","litter",NA
"391",6,10,2019,279,4,"NW","BARE",7.5,"bareground","BARE","bareground","bareground",NA
"392",6,10,2019,279,5,"NW","LaCo",30,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"393",6,10,2019,279,5,"NW","DePi",9,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
"394",6,10,2019,279,5,"NW","SoEl",6.5,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"395",6,10,2019,279,5,"NW","BARE",30,"bareground","BARE","bareground","bareground",NA
"396",6,10,2019,279,5,"NW","LITT",67.5,"litter","LITT","litter","litter",NA
"397",6,10,2019,279,5,"NW","SaTr",1.5,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"398",6,10,2019,279,5,"NW","BoGr",5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"399",6,10,2019,279,14,"NE","LaCo",80,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"400",6,10,2019,279,14,"NE","DePi",20,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
"401",6,10,2019,279,14,"NE","BoGr",15,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"402",6,10,2019,279,14,"NE","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"403",6,10,2019,279,14,"NE","LITT",82.5,"litter","LITT","litter","litter",NA
"404",6,10,2019,279,13,"NW","LaCo",47.5,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"405",6,10,2019,279,13,"NW","GuSa",17.5,"Gutierrezia sarothrae","Forb","Asteraceae","Gutierrezia","sarothrae"
"406",6,10,2019,279,13,"NW","DePi",5,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
"407",6,10,2019,279,13,"NW","BoGr",22.5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"408",6,10,2019,279,13,"NW","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"409",6,10,2019,279,13,"NW","LITT",85,"litter","LITT","litter","litter",NA
"410",6,10,2019,279,13,"NW","BARE",6.5,"bareground","BARE","bareground","bareground",NA
"411",6,10,2019,279,12,"SW","LaCo",35,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"412",6,10,2019,279,12,"SW","ChIn",3.5,"Chinopodium incanum","Forb","Chenopodiaceae","Chinopodium","incanum"
"413",6,10,2019,279,12,"SW","GlPu",1,"Glandularia pumila","Forb","Verbenaceae","Glandularia","pumila"
"414",6,10,2019,279,12,"SW","TrTe",1.5,"Tribulus terrestris","Forb","Zygophyllaceae","Tribulus","terrestris"
"415",6,10,2019,279,12,"SW","DePi",15,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
"416",6,10,2019,279,12,"SW","BoGr",8.5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"417",6,10,2019,279,12,"SW","BARE",5,"bareground","BARE","bareground","bareground",NA
"418",6,10,2019,279,12,"SW","LITT",85,"litter","LITT","litter","litter",NA
"419",6,10,2019,279,12,"SW","SaTr",5.5,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"420",6,10,2019,279,12,"SW","PrGl",2,"Prosopis glandulosa","Shrub/tree","Fabaceae","Prosopis","glandulosa"
"421",6,10,2019,279,11,"NE","LaCo",27.5,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"422",6,10,2019,279,11,"NE","BoGr",13.5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"423",6,10,2019,279,11,"NE","SoEl",4.5,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"424",6,10,2019,279,11,"NE","DePi",6.5,"Descurainia pinnata","Forb","Brassicaceae","Descurainia","pinnata"
